,child_mort,exports,health,imports,income,inflation,life_expec,total_fer,gdpp
154,-0.7039316647467498,-0.7031514677743358,-0.7071779388627386,-0.7048864512514526,-0.1649956022637958,-0.7071883051162182,-0.703609765296593,-0.7071599343172212,-0.4650713608845942
155,-0.7028950393987872,-0.7063813741216726,-0.7068227582829892,-0.7057539429900108,-0.6232931245210154,-0.7067360091091334,-0.7042153727367189,-0.7069787976774721,-0.6748515957749526
156,-0.7066759939574093,-0.7047445972564681,-0.706893139688193,-0.7045263603411076,-0.2806611674049035,-0.7065832432683811,-0.7034733672244926,-0.7072357716453093,-0.5452734272796077
157,-0.7068451275668138,-0.7030750848539596,-0.707114650157284,-0.7038443699806056,2.435297244257524,-0.7066323465743372,-0.7031405559285676,-0.707212311176908,1.202258672470243
158,-0.7070306289448701,-0.7057757666815468,-0.70678838596882,-0.7056339126865624,1.267729747078417,-0.70722867894556,-0.7029332308589752,-0.7072095832154659,1.41503966494681
159,-0.7069160545643058,-0.7066378024972212,-0.7063377267386004,-0.7064523011191646,1.9879115677683343,-0.7072477746756541,-0.7030205256251195,-0.7072090376231775,1.9333523389281893
160,-0.7067360091091334,-0.7058794292163432,-0.7068587673740236,-0.7059285325222991,0.22564847623164375,-0.7070464511212338,-0.7031460118514519,-0.7072008537388514,-0.058059513737111317
161,-0.7053338369279416,-0.7055848093806063,-0.7069973478152777,-0.7057593989128947,-0.47598320665262345,-0.7064141096589766,-0.7035606619906369,-0.707186668339353,-0.6320226011354386
162,-0.7057212074527068,-0.7047718768708882,-0.7070279009834283,-0.7044390655749632,-0.5463646118564106,-0.7071713917552777,-0.7038771055179098,-0.7071233796338983,-0.5452734272796077
163,-0.7063813741216726,-0.7057593989128947,-0.7070464511212338,-0.7063540945072523,0.1929129389275567,-0.7048100683310764,-0.703200571080292,-0.7071795756396039,0.029235252407120865
164,-0.7060431069028635,-0.7033860724583485,-0.7069411518095723,-0.7029386867818593,-0.4623433994425871,-0.7066541702658731,-0.7033260573066245,-0.7072079464386006,-0.6358417471542488
165,-0.7042426523511386,-0.7056775600696346,-0.7070317201294469,-0.7054374994627379,-0.46288899173098846,-0.7060267391342114,-0.7036315889881293,-0.7070595453361556,-0.6358417471542488
166,-0.7027804650182229,-0.7052956454677537,-0.7069929830769706,-0.7056284567636786,-0.5283600663391627,-0.7065505077310769,-0.7044772570351514,-0.707019717099102,-0.627657862828227
